thread_id,sample_idx,mode,n,scale,kl,chi,df,p_value,nonzero_bins
0,1,byte_hist,131072,1.2,0.001141451233451057,359.06951057015266,255,0.9996607391424922,256
0,1,byte_hist,131072,1.2,0.0009679794436612153,304.5000039349507,255,0.9818393873748569,256
0,1,byte_hist,131072,1.2,0.00102869069301843,323.598111636748,255,0.9976734285838132,256
0,1,byte_hist,131072,1.2,0.0010037648873742967,315.75713116301716,255,0.9943163148709809,256
0,1,byte_hist,131072,1.2,0.0007940031997281818,249.7718097474534,255,0.4193593188446733,256
0,1,byte_hist,131072,1.2,0.0010529802519624939,331.2389462045472,255,0.999083617933887,256
0,1,byte_hist,131072,1.2,0.0008606261342387564,270.72957280066146,255,0.7617884187483672,256
0,1,byte_hist,131072,1.2,0.0009668467250020289,304.14368145471826,255,0.981204199048711,256
0,1,byte_hist,131072,1.2,0.0008941689202676106,281.281220921559,255,0.8760154236725531,256
0,1,byte_hist,131072,1.2,0.0009603569344186039,302.1021698594766,255,0.9771780768528485,256
0,1,byte_hist,131072,1.2,0.000901895666922765,283.71184525176153,255,0.8954113989033284,256
0,1,byte_hist,131072,1.2,0.0009801227031146194,308.3199430623345,255,0.9875540834156787,256
0,1,byte_hist,131072,1.2,0.0009583854038258715,301.4819799606351,255,0.9758155682400216,256
0,1,byte_hist,131072,1.2,0.0010457415166331167,328.9618369635261,255,0.9987834457950858,256
0,1,byte_hist,131072,1.2,0.0011419434346755441,359.224343687503,255,0.9996540120793918,256
0,1,byte_hist,131072,1.2,0.001090873493237797,343.15912921359484,255,0.9997851961766926,256
0,1,byte_hist,131072,1.2,0.0009664117016629373,304.0068349448748,255,0.9809551449109116,256
0,1,byte_hist,131072,1.2,0.0009786219237705764,307.84783870189676,255,0.9869470977300708,256
0,1,byte_hist,131072,1.2,0.000966463839638427,304.02323613381094,255,0.98098514544336,256
0,1,byte_hist,131072,1.2,0.0010723853455245193,337.3432608206155,255,0.999576275065796,256
0,1,byte_hist,131072,1.2,0.0008868011959480501,278.9635352527268,255,0.8551764626715715,256
0,1,byte_hist,131072,1.2,0.0009837647230845046,309.46562348191725,255,0.9889241615303568,256
0,1,byte_hist,131072,1.2,0.0008585617302825915,270.0801674678396,255,0.7531441308777765,256
0,1,byte_hist,131072,1.2,0.0009899566075651063,311.41342192025667,255,0.9909476378656951,256
0,1,byte_hist,131072,1.2,0.0009150502613916709,287.8499228667098,255,0.9230208355399476,256
0,1,byte_hist,131072,1.2,0.0010428054360584638,328.0382258761319,255,0.9986370188662272,256
0,1,byte_hist,131072,1.2,0.0010462215885606307,329.11285453396556,255,0.9988059321348006,256
0,1,byte_hist,131072,1.2,0.000979255261199891,308.04706943038104,255,0.9872063762166716,256
0,1,byte_hist,131072,1.2,0.0009438037175731313,296.8949780873891,255,0.9633881126296576,256
0,1,byte_hist,131072,1.2,0.001004338641725405,315.9376186757575,255,0.9944277383999559,256
0,1,byte_hist,131072,1.2,0.0010570122613229689,332.507306678698,255,0.9992187094925539,256
0,1,byte_hist,131072,1.2,0.0011754808961859835,369.77431685973414,255,0.9986526348761899,256
0,1,byte_hist,131072,1.2,0.0008788290704175109,276.45572140263357,255,0.8299554507660037,256
0,1,byte_hist,131072,1.2,0.0009585217192885666,301.5248610974184,255,0.9759119853085576,256
0,1,byte_hist,131072,1.2,0.0010578059752613025,332.75698749467864,255,0.9992429424566832,256
0,1,byte_hist,131072,1.2,0.0010083956762341293,317.2138513808635,255,0.9951607192646501,256
0,1,byte_hist,131072,1.2,0.0009583790698193304,301.4799874544623,255,0.9758110800547951,256
0,1,byte_hist,131072,1.2,0.0010389838745147439,326.8360665609516,255,0.9984216220585997,256
0,1,byte_hist,131072,1.2,0.001101189263744729,346.4041900261179,255,0.9998347101001208,256
0,1,byte_hist,131072,1.2,0.001138863611246289,358.2555150078566,255,0.9996936338753296,256
0,1,byte_hist,131072,1.2,0.001161658083758225,365.42603605045935,255,0.999224944949568,256
