thread_id,sample_idx,k,m,mean_diff,var_diff,stat,p_value,complexities,diffs
0,1,8,8,42.464285714285715,1074.177295918367,1.2956444495322608,0.06690394831180213,14788|14729|14735|14726|14657|14718|14738|14764,59|53|62|131|70|50|24|6|3|72|11|9|35|9|78|17|3|29|69|8|12|38|61|81|107|20|46|26
0,1,8,8,42.32142857142857,658.2895408163264,1.6494981832742899,0.019661610526361617,14764|14687|14740|14742|14715|14686|14780|14703,77|24|22|49|78|16|61|53|55|28|1|93|16|2|25|54|40|37|27|56|38|39|29|65|12|94|17|77
0,1,8,8,40.642857142857146,682.8724489795919,1.5553009424208981,0.02784032641691292,14723|14725|14669|14701|14748|14756|14738|14666,2|54|22|25|33|15|57|56|24|23|31|13|59|32|79|87|69|3|47|55|37|35|8|10|82|18|90|72
0,1,8,8,39.92857142857143,690.1377551020406,1.5199030230072175,0.03159724986125334,14715|14744|14779|14702|14667|14706|14745|14720,29|64|13|48|9|30|5|35|42|77|38|1|24|77|112|73|34|59|35|4|43|18|39|78|53|39|14|25
0,1,8,8,43.17857142857143,748.1466836734696,1.5786101538861723,0.02558238640004351,14755|14796|14763|14732|14752|14709|14724|14678,41|8|23|3|46|31|77|33|64|44|87|72|118|31|11|54|39|85|20|23|8|54|43|28|74|15|31|46
0,1,8,8,39.75,946.7589285714286,1.29186588055485,0.067703527313554,14724|14773|14778|14664|14751|14737|14732|14750,49|54|60|27|13|8|26|5|109|22|36|41|23|114|27|41|46|28|87|73|68|86|14|19|1|5|13|18
0,1,8,8,33.607142857142854,701.9528061224486,1.2684625066660962,0.07283272006848507,14687|14728|14763|14757|14764|14786|14765|14745,41|76|70|77|99|78|58|35|29|36|58|37|17|6|1|23|2|18|7|29|8|12|22|1|19|21|41|20
0,1,8,8,40.32142857142857,1031.5752551020407,1.2554096210071688,0.07582891260809266,14778|14764|14775|14748|14791|14677|14729|14769,14|3|30|13|101|49|9|11|16|27|87|35|5|27|16|98|46|6|43|71|19|21|114|62|22|52|92|40
0,1,8,8,38.464285714285715,701.8915816326529,1.4518530295934795,0.040050119076555646,14726|14727|14718|14717|14744|14771|14690|14794,1|8|9|18|45|36|68|9|10|17|44|37|67|1|26|53|28|76|27|54|27|77|27|54|50|81|23|104
0,1,8,8,52.464285714285715,1143.4630102040815,1.5515033024650278,0.028224025625505522,14795|14763|14731|14713|14724|14662|14752|14793,32|64|82|71|133|43|2|32|50|39|101|11|30|18|7|69|21|62|11|51|39|80|62|28|69|90|131|41
0,1,8,8,25.642857142857142,265.1581632653061,1.5747583211971046,0.025944208490307652,14761|14781|14737|14742|14753|14711|14763|14734,20|24|19|8|50|2|27|44|39|28|70|18|47|5|16|26|26|3|11|31|21|8|42|10|19|52|23|29
0,1,8,8,25,281.85714285714283,1.4891055629462833,0.0352117620365866,14735|14702|14745|14739|14770|14718|14716|14719,33|10|4|35|17|19|16|43|37|68|16|14|17|6|25|27|29|26|31|21|23|20|52|54|51|2|1|3
0,1,8,8,34.25,820.9017857142857,1.1954047457090302,0.09092127392795435,14731|14753|14669|14767|14768|14729|14749|14739,22|62|36|37|2|18|8|84|14|15|24|4|14|98|99|60|80|70|1|38|18|28|39|19|29|20|10|10
0,1,8,8,31.178571428571427,428.1466836734694,1.5068149489819185,0.03309247371803359,14742|14720|14747|14745|14782|14763|14698|14764,22|5|3|40|21|44|22|27|25|62|43|22|44|2|35|16|49|17|37|18|47|19|19|84|18|65|1|66
0,1,8,8,38.107142857142854,729.8099489795919,1.410592265902905,0.046055971387304995,14716|14807|14714|14741|14736|14704|14748|14763,91|2|25|20|12|32|47|93|66|71|103|59|44|27|22|10|34|49|5|37|7|22|32|12|27|44|59|15
0,1,8,8,32.107142857142854,722.2385204081631,1.1947068025807572,0.09111008832031375,14739|14681|14736|14685|14756|14742|14756|14740,58|3|54|17|3|17|1|55|4|75|61|75|59|51|20|6|20|4|71|57|71|55|14|0|16|14|2|16
0,1,8,8,30.321428571428573,345.4323979591836,1.631428801653399,0.02104424666443583,14783|14732|14779|14764|14712|14746|14733|14766,51|4|19|71|37|50|17|47|32|20|14|1|34|15|67|33|46|13|52|18|31|2|34|21|54|13|20|33
0,1,8,8,46.642857142857146,886.0153061224491,1.566983896482468,0.026687995932374697,14764|14788|14742|14709|14665|14701|14752|14741,24|22|55|99|63|12|23|46|79|123|87|36|47|33|77|41|10|1|44|8|43|32|36|87|76|51|40|11
0,1,8,8,24.285714285714285,343.7755102040816,1.3098254173453854,0.0639721769656676,14724|14706|14708|14757|14747|14753|14754|14753,18|16|33|23|29|30|29|2|51|41|47|48|47|49|39|45|46|45|10|4|3|4|6|7|6|1|0|1
0,1,8,8,44.67857142857143,911.7895408163264,1.4796260721401604,0.03639303661849391,14732|14700|14737|14731|14747|14694|14798|14794,32|5|1|15|38|66|62|37|31|47|6|98|94|6|10|43|61|57|16|37|67|63|53|51|47|104|100|4
0,1,8,8,40.785714285714285,866.6683673469389,1.3854204688860938,0.050079817835311236,14724|14779|14799|14780|14723|14802|14784|14719,55|75|56|1|78|60|5|20|1|56|23|5|60|19|76|3|15|80|57|22|4|61|79|61|4|18|83|65
0,1,8,8,28.035714285714285,290.24872448979585,1.645608285991655,0.01995236697939662,14783|14768|14784|14736|14740|14719|14745|14756,15|1|47|43|64|38|27|16|32|28|49|23|12|48|44|65|39|28|4|17|9|20|21|5|16|26|37|11
0,1,8,8,24.857142857142858,281.5510204081632,1.4814010748881,0.036169311622956446,14724|14748|14751|14767|14741|14709|14765|14767,24|27|43|17|15|41|43|3|19|7|39|17|19|16|10|42|14|16|26|58|2|0|32|24|26|56|58|2
0,1,8,8,33.57142857142857,433.5306122448979,1.6123522861191038,0.0225951433049445,14717|14689|14724|14730|14747|14768|14772|14753,28|7|13|30|51|55|36|35|41|58|79|83|64|6|23|44|48|29|17|38|42|23|21|25|6|4|15|19
0,1,8,8,28,306.7142857142857,1.5987885492890173,0.023757422253938287,14710|14730|14776|14750|14735|14737|14768|14772,20|66|40|25|27|58|62|46|20|5|7|38|42|26|41|39|8|4|15|13|18|22|2|33|37|31|35|4
0,1,8,8,41.57142857142857,771.8163265306122,1.4963664709395461,0.034329230927266696,14701|14803|14733|14711|14701|14759|14762|14734,102|32|10|0|58|61|33|70|92|102|44|41|69|22|32|26|29|1|10|48|51|23|58|61|33|3|25|28
0,1,8,8,29.321428571428573,535.3609693877553,1.2672484623804114,0.07310724438388316,14758|14774|14776|14712|14714|14757|14777|14763,16|18|46|44|1|19|5|2|62|60|17|3|11|64|62|19|1|13|2|45|65|51|43|63|49|20|6|14
0,1,8,8,37.357142857142854,870.5867346938776,1.2660988970875526,0.07336796824227587,14683|14695|14718|14796|14724|14736|14729|14733,12|35|113|41|53|46|50|23|101|29|41|34|38|78|6|18|11|15|72|60|67|63|12|5|9|7|3|4
0,1,8,8,29.035714285714285,387.1772959183673,1.4756303299089615,0.036900987120116024,14690|14768|14730|14724|14756|14722|14720|14709,78|40|34|66|32|30|19|38|44|12|46|48|59|6|26|8|10|21|32|2|4|15|34|36|47|2|13|11
0,1,8,8,29.785714285714285,408.23979591836735,1.474179440929085,0.03708691669757114,14766|14762|14713|14729|14728|14766|14714|14774,4|53|37|38|0|52|8|49|33|34|4|48|12|16|15|53|1|61|1|37|15|45|38|14|46|52|8|60
0,1,8,8,27.107142857142858,416.59566326530603,1.3280865309089787,0.06035395821872935,14738|14700|14747|14759|14759|14756|14702|14740,38|9|21|21|18|36|2|47|59|59|56|2|40|12|12|9|45|7|0|3|57|19|3|57|19|54|16|38
0,1,8,8,23.25,220.54464285714286,1.5655779671029144,0.02682445101139619,14740|14765|14734|14754|14720|14727|14735|14702,25|6|14|20|13|5|38|31|11|45|38|30|63|20|14|7|1|32|34|27|19|52|7|15|18|8|25|33
0,1,8,8,39.642857142857146,894.7295918367347,1.3253147969614003,0.06089196930439256,14776|14742|14759|14687|14810|14758|14745|14771,34|17|89|34|18|31|5|17|55|68|16|3|29|72|51|1|14|12|123|71|58|84|52|65|39|13|13|26
0,1,8,8,40.07142857142857,582.1377551020408,1.6608176141202315,0.01883647306155911,14777|14751|14723|14753|14766|14699|14684|14717,26|54|24|11|78|93|60|28|2|15|52|67|34|30|43|24|39|6|13|54|69|36|67|82|49|15|18|33
0,1,8,8,34.357142857142854,777.7295918367346,1.2319773654906359,0.08145953875526946,14738|14730|14746|14662|14711|14728|14769|14738,8|8|76|27|10|31|0|16|68|19|2|39|8|84|35|18|23|8|49|66|107|76|17|58|27|41|10|31
0,1,8,8,50.357142857142854,1008.1581632653061,1.5859764922006012,0.024902573000620265,14736|14715|14807|14746|14814|14730|14768|14696,21|71|10|78|6|32|40|92|31|99|15|53|19|61|7|77|39|111|68|16|22|50|84|46|118|38|34|72
0,1,8,8,39.42857142857143,619.6734693877552,1.5839066810034157,0.02509198992657069,14756|14790|14778|14752|14735|14772|14720|14825,34|22|4|21|16|36|69|12|38|55|18|70|35|26|43|6|58|47|17|20|32|73|37|15|90|52|53|105
0,1,8,8,37.535714285714285,545.0344387755102,1.6078025471587283,0.02297937987441223,14721|14699|14785|14732|14741|14742|14787|14770,22|64|11|20|21|66|49|86|33|42|43|88|71|53|44|43|2|15|9|10|55|38|1|46|29|45|28|17
0,1,8,8,37.285714285714285,682.2040816326531,1.4275302193728465,0.043504484754494754,14701|14734|14790|14753|14790|14730|14724|14724,33|89|52|89|29|23|23|56|19|56|4|10|10|37|0|60|66|66|37|23|29|29|60|66|66|6|6|0
