Model,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,DeathCount
G0_W0_1766895350.pt,0.18821212826491307,0.4462189616975579,0.9373372944519713,0.008063383793843524,0.45402723709442494,0.0,0.24145945948225445,0.9859843845829457,0.6448749755052147,0.14673333987901038,0.29359451632496764,0.5968580733052499,0.9129026638609185,1.0,1.0,4
G0_W0_155.pt,0.5352676606637183,0.2918386587210567,0.6028743631060919,0.5008237098756596,0.13177628440036288,0.0,0.812654873465716,0.4282288467421381,0.6422533741621792,0.31537471300140746,0.04738552331011197,0.18471375993594488,0.7853959098772221,1.0,1.0,3
G0_W0_1766895916.pt,0.25639537280705493,0.12737840413702922,0.6255879233749495,0.12025564281217362,0.34067784963546865,3.484459705343347e-114,0.3647630448741122,0.7681233971418147,0.9668815410389102,0.3052543775430489,0.16227332195931948,0.2578851253752675,0.879954859284787,1.0,1.0,2
G0_W0_1766893167.pt,0.02439027897834864,0.013886029442792179,0.5643608328239248,0.1561435767019031,0.233458772596536,0.0,0.8224391170232808,0.7252694361266823,0.997265981374113,0.5185590455633595,0.7070067555893351,0.5659658981808205,0.9993792300786014,1.0,1.0,4
G0_W0_1766901491.pt,0.0004906052591567493,0.4670885556457688,0.45529796076486184,0.3342671286607557,0.6326413470185817,0.0,0.10651212122100036,0.930118447725825,0.059764771139124206,0.14045253214925268,0.8439067682992409,0.35615041263677416,0.9999988663066809,1.0,1.0,4
G0_W0_1766893237.pt,0.07503625810885166,0.06475634797785593,0.3809771277908499,0.6223406152180557,0.0072853917114464595,1.6219438103093025e-246,0.27036078660945917,0.015903433814574458,0.8862472097416292,0.05228196227397026,0.2734641363550273,0.4494550518788897,0.9817857537098988,1.0,1.0,4
G0_W0_1766908166.pt,0.08855668254367008,0.1211694806795253,0.4302071645001485,0.15986102714358116,0.23395060784506372,9.70111556471925e-306,0.5166830206979678,0.44788079116730084,0.8274236216658203,0.4919547949704177,0.3920990979234347,0.4400718460025308,0.9813040931638002,3.015312686655256e-12,0.1776464171356501,4
G0_W0_278.pt,0.08903122326378844,0.08555708124955529,0.6238768563089445,0.9531194790352612,0.9148063929768361,4.980040562604547e-277,0.7827992928696605,0.7205418286147962,0.5320018034558635,0.871458206275897,0.262786881931773,0.09882937441220609,0.9788303587646322,1.0,1.0,3
G0_W0_643.pt,0.0709889462035453,0.15856501319443114,0.4543112132479824,0.8452511469958632,0.21360722055493822,1.6761721020066074e-151,0.7005216411715455,0.42891177570398875,0.0955156325293146,0.13470283602154431,0.7019547820768679,0.7235029381591257,0.9950114476141244,1.0,1.0,2
G0_W1_1766900504.pt,0.38195196943008425,0.042769613897561086,0.406800384125257,0.3239055921189881,0.20050674811199135,1.6290973815781298e-70,0.7164917900815024,0.4672364671971255,0.23304474566697497,0.035701409531593724,0.11756805377080576,0.06833602970368947,0.6990270682126402,6.9676776617757e-45,0.15789512029738684,5
G0_W1_1766902633.pt,0.8973116739473894,0.10023382283441748,0.00652164329793342,0.31987980326326954,0.09644207794936403,0.0,0.19170006191562855,0.6504298609488675,0.2176818107801659,0.6176120719993545,0.6896490128349902,0.5819646396259366,0.16929889780285612,2.9988102611324528e-46,0.05257550806984973,6
G0_W1_1766890646.pt,0.6624594532226636,0.5941881126057657,0.0441216835674742,0.8837626286780382,0.29147198459701495,3.871211936611693e-304,0.38104448453322526,0.16702288558646397,0.03992190974177802,0.009878689959789473,0.2087638513725326,0.2763866771243369,0.48443463555453636,1.6328233124016335e-25,0.21803956518538958,5
G0_W1_1766903062.pt,0.26769715503092895,0.006321779619515681,0.6887113605164319,0.45778975527627697,0.7898492179272708,0.0,0.9684051005940815,0.2934019689440868,0.07388714497596491,0.6296740255546289,0.2718401644621576,0.1921499229183567,0.8189922832944808,1.0,1.0,4
G0_W1_1766906658.pt,0.21686440944596985,0.22941543170321754,0.43740711387612574,0.32023564960951817,0.13247897854651944,0.0,0.3720506374207747,0.8062160888994417,0.7481097931913274,0.00610116797536051,0.6029235705324769,0.4257718230075508,0.9243162987830018,2.358066359313485e-80,0.02931125086322463,4
G0_W1_1766904655.pt,0.019639326941736365,0.5134177876886246,0.408475913425414,0.1440775369624676,0.018901438303257717,7.389478936804748e-169,0.1314357704383113,0.37426423579247214,0.5082324447112734,0.30824958722932766,0.1922966956783918,0.13990415778130788,0.9986245902354299,2.509716141211003e-20,0.12056656317518503,4
G0_W1_346.pt,0.5411147953141671,0.36513653722219924,0.27198814316908015,0.0030352179701757832,0.1889957370915686,0.0,0.7557073161828677,0.19008833916027856,0.6390171966958703,0.015140950296643346,0.24555218518879246,0.13859577426497496,0.6049712240714258,1.3288136332472277e-33,0.037090460227163724,5
G0_W1_1766908223.pt,0.1477638801594791,0.010855994611530162,0.5494823199585961,0.5940869926499608,0.8117231331726447,0.0,0.3237712505252713,0.5916723986406345,0.4320903309284,0.17643786854201501,0.07085678948302478,0.14655732653585135,0.9294510759024006,1.0,1.0,2
G0_W1_443.pt,0.8753282593725498,0.38385785820435614,0.45841031377999597,0.17499625146800324,0.09658615990883149,2.7119586638876615e-239,0.20360868889082837,0.8373107353575377,0.9850504892124167,0.3821523933279994,0.22373346030996916,0.6777146968449118,0.5020165827996058,2.2735821790996594e-44,0.20696706445998236,4
G0_W1_867.pt,0.12206431821499396,0.09777534743715036,0.9644804933453083,0.028291227276815725,0.28347350371812097,2.642761963362089e-252,0.13093948088972945,0.37286245277680896,0.4403217623788108,0.38850115469342744,0.5034249937053484,0.6457377913791856,0.9499718983811444,1.8071478605637989e-19,0.27141111569182186,4
G0_W2_1766890808.pt,0.07862287510395691,0.18491079212002462,0.9138052242750978,0.10174026988597727,0.0958678962436214,0.0,0.4801374978266667,0.31392021609922366,0.8730418409910095,0.7480451993869042,0.5394032543008302,0.07441164152206403,0.9904234126646193,2.236782016686045e-31,0.0012179493621166228,4
G0_W2_1766893370.pt,0.11548681557545076,0.7028059911897814,0.5026700003506601,0.1898856880838282,0.5877474912876356,0.0,0.32129105612641895,0.8020712346264889,0.8577147537989571,0.7711835053916869,0.31955749786005894,0.17108080277469817,0.9579340853973185,8.099189436337838e-16,0.14663400916716984,4
G0_W2_1766900556.pt,0.5759899004898001,0.015490494403964186,0.45014595937981816,0.17245058773906283,0.5069125427947546,0.0,0.05064157116365991,0.34968117150966543,0.9151136821655174,0.26862281051129,0.3259931636778065,0.6468389751612891,0.473258705426742,7.166702382083796e-23,0.3111508277314642,3
G0_W2_1766895431.pt,0.8395695688846496,0.1406308259892385,0.5097785017271932,0.35572356288535595,0.6083480796302021,0.0,0.928082129364532,0.8936002768389222,0.9251921544074505,0.8237243713076312,0.3950095633015849,0.40447253287605917,0.331337100695562,1.0,1.0,4
G0_W2_1766898354.pt,0.12483807349995704,0.2748263675515012,0.38138537315533527,0.14876528070166464,0.3837545644358898,1.6673280843017077e-253,0.8380104805292639,0.3741278607360949,0.24077088004538305,0.14371875137561244,0.2187943798014497,0.26154506075176176,0.9703172628169191,1.428212604263405e-10,0.037812584955827684,7
