thread_id,n_bits,bucket,p_value,p_uniformity,p_min,p_max,total_samples
0,1048576,1,0.09727647425335606,1,0.09727647425335606,0.09727647425335606,1
0,1048576,1,0.29696276626595297,1,0.09727647425335606,0.29696276626595297,2
0,1048576,1,0.9828592675310337,1,0.09727647425335606,0.9828592675310337,3
0,1048576,1,0.4131520117040829,1,0.09727647425335606,0.9828592675310337,4
0,1048576,1,0.7785186572158745,1,0.09727647425335606,0.9828592675310337,5
0,1048576,1,0.6350654228390169,1,0.09727647425335606,0.9828592675310337,6
0,1048576,1,0.5448675824876605,1,0.09727647425335606,0.9828592675310337,7
0,1048576,1,0.32110606900403516,1,0.09727647425335606,0.9828592675310337,8
0,1048576,1,0.238124527276679,1,0.09727647425335606,0.9828592675310337,9
0,1048576,1,0.7665619432826908,0,0.09727647425335606,0.9828592675310337,10
0,1048576,1,0.29246274935574823,0,0.09727647425335606,0.9828592675310337,11
0,1048576,1,0.32301492557869604,0,0.09727647425335606,0.9828592675310337,12
0,1048576,1,0.21488871739534143,0,0.09727647425335606,0.9828592675310337,13
0,1048576,1,0.8620005403217128,0,0.09727647425335606,0.9828592675310337,14
0,1048576,1,0.2723546205353842,0,0.09727647425335606,0.9828592675310337,15
0,1048576,1,0.432361963022704,0,0.09727647425335606,0.9828592675310337,16
0,1048576,1,0.858931587687812,0,0.09727647425335606,0.9828592675310337,17
0,1048576,1,0.4954662201459671,0,0.09727647425335606,0.9828592675310337,18
0,1048576,1,0.7561451190508857,0,0.09727647425335606,0.9828592675310337,19
0,1048576,1,0.17341001875923867,0,0.09727647425335606,0.9828592675310337,20
0,1048576,1,0.22742010938637525,0,0.09727647425335606,0.9828592675310337,21
0,1048576,1,0.5952455487328159,0,0.09727647425335606,0.9828592675310337,22
0,1048576,1,0.3699941217090509,0,0.09727647425335606,0.9828592675310337,23
0,1048576,1,0.039909198062453854,0,0.039909198062453854,0.9828592675310337,24
0,1048576,1,0.5513735701990394,0,0.039909198062453854,0.9828592675310337,25
0,1048576,1,0.47470559794152334,0,0.039909198062453854,0.9828592675310337,26
0,1048576,1,0.3061010365285435,0,0.039909198062453854,0.9828592675310337,27
0,1048576,1,0.8558647650085205,0,0.039909198062453854,0.9828592675310337,28
0,1048576,1,0.4031900646122618,0,0.039909198062453854,0.9828592675310337,29
0,1048576,1,0.01727230418665493,0,0.01727230418665493,0.9828592675310337,30
0,1048576,1,0.7339741989161459,0,0.01727230418665493,0.9828592675310337,31
0,1048576,1,0.5965995230792229,0,0.01727230418665493,0.9828592675310337,32
0,1048576,1,0.8268447977168982,0,0.01727230418665493,0.9828592675310337,33
0,1048576,1,0.5129205588162427,0,0.01727230418665493,0.9828592675310337,34
0,1048576,1,0.25321379212967265,0,0.01727230418665493,0.9828592675310337,35
0,1048576,1,0.23426140628716174,0,0.01727230418665493,0.9828592675310337,36
0,1048576,1,0.48319575954602445,0,0.01727230418665493,0.9828592675310337,37
0,1048576,1,0.0791124231355197,0,0.01727230418665493,0.9828592675310337,38
0,1048576,1,0.46869170588277487,0,0.01727230418665493,0.9828592675310337,39
0,1048576,1,0.07648018872633877,0,0.01727230418665493,0.9828592675310337,40
0,1048576,1,0.29425723051142105,0,0.01727230418665493,0.9828592675310337,41
0,1048576,1,0.3163662327647354,0,0.01727230418665493,0.9828592675310337,42
0,1048576,1,0.42325829558311634,0,0.01727230418665493,0.9828592675310337,43
0,1048576,1,0.05586216662685184,0,0.01727230418665493,0.9828592675310337,44
0,1048576,1,0.4819778535265855,0,0.01727230418665493,0.9828592675310337,45
0,1048576,1,0.1828499198698439,0,0.01727230418665493,0.9828592675310337,46
0,1048576,1,0.6504587343286548,0,0.01727230418665493,0.9828592675310337,47
0,1048576,1,0.2459851958089616,0,0.01727230418665493,0.9828592675310337,48
0,1048576,1,0.9688405588007578,0,0.01727230418665493,0.9828592675310337,49
0,1048576,1,0.6989644336365388,0,0.01727230418665493,0.9828592675310337,50
0,1048576,1,0.6788283352122977,0,0.01727230418665493,0.9828592675310337,51
0,1048576,1,0.6731162586678887,0,0.01727230418665493,0.9828592675310337,52
0,1048576,1,0.37628305294798503,0,0.01727230418665493,0.9828592675310337,53
0,1048576,1,0.7413409315239896,0,0.01727230418665493,0.9828592675310337,54
0,1048576,1,0.7635813070497862,0,0.01727230418665493,0.9828592675310337,55
0,1048576,1,0.8835390238098174,0,0.01727230418665493,0.9828592675310337,56
0,1048576,1,0.7076604666545525,0,0.01727230418665493,0.9828592675310337,57
0,1048576,1,0.5724457928237618,0,0.01727230418665493,0.9828592675310337,58
0,1048576,1,0.10583781372462298,0,0.01727230418665493,0.9828592675310337,59
0,1048576,1,0.19669825949487407,0,0.01727230418665493,0.9828592675310337,60
0,1048576,1,0.9781855624466073,0,0.01727230418665493,0.9828592675310337,61
0,1048576,1,0.2214595578590126,0,0.01727230418665493,0.9828592675310337,62
0,1048576,1,0.6490530348048495,0,0.01727230418665493,0.9828592675310337,63
0,1048576,1,0.6434427677217687,0,0.01727230418665493,0.9828592675310337,64
0,1048576,1,0.9501646619415055,0,0.01727230418665493,0.9828592675310337,65
0,1048576,1,0.3658380033902944,0,0.01727230418665493,0.9828592675310337,66
0,1048576,1,0.3752303409856472,0,0.01727230418665493,0.9828592675310337,67
0,1048576,1,0.7354456126689535,0,0.01727230418665493,0.9828592675310337,68
0,1048576,1,0.02494925668842285,0,0.01727230418665493,0.9828592675310337,69
0,1048576,1,0.45325470475373597,0,0.01727230418665493,0.9828592675310337,70
0,1048576,1,0.6989644336365388,0,0.01727230418665493,0.9828592675310337,71
0,1048576,1,0.5684657642762612,0,0.01727230418665493,0.9828592675310337,72
0,1048576,1,0.7339741989161459,0,0.01727230418665493,0.9828592675310337,73
0,1048576,1,0.12716169570079172,0,0.01727230418665493,0.9828592675310337,74
0,1048576,1,0.8025873486341526,0,0.01727230418665493,0.9828592675310337,75
0,1048576,1,0.12236516156568988,0,0.01727230418665493,0.9828592675310337,76
0,1048576,1,0.7004110693288849,0,0.01727230418665493,0.9828592675310337,77
0,1048576,1,0.29696276626595297,0,0.01727230418665493,0.9828592675310337,78
0,1048576,1,0.4300754781324265,0,0.01727230418665493,0.9828592675310337,79
0,1048576,1,0.2664271375597451,0,0.01727230418665493,0.9828592675310337,80
0,1048576,1,0.5230364128395104,0,0.01727230418665493,0.9828592675310337,81
0,1048576,1,0.6392483430342352,0,0.01727230418665493,0.9828592675310337,82
0,1048576,1,1,0,0.01727230418665493,1,83
0,1048576,1,0.7860185155563943,0,0.01727230418665493,1,84
0,1048576,1,0.42325829558311634,0,0.01727230418665493,1,85
0,1048576,1,0.5898437297708281,0,0.01727230418665493,1,86
0,1048576,1,0.05197275215372765,0,0.01727230418665493,1,87
0,1048576,1,0.3356024148037712,0,0.01727230418665493,1,88
0,1048576,1,0.320154409648832,0,0.01727230418665493,1,89
0,1048576,1,0.937728620843449,0,0.01727230418665493,1,90
0,1048576,1,0.892797185120085,0,0.01727230418665493,1,91
0,1048576,1,0.5618619346245722,0,0.01727230418665493,1,92
0,1048576,1,0.6198282686070321,0,0.01727230418665493,1,93
0,1048576,1,0.3395381903130906,0,0.01727230418665493,1,94
0,1048576,1,0.6788283352122977,0,0.01727230418665493,1,95
0,1048576,1,0.3525329083434786,0,0.01727230418665493,1,96
0,1048576,1,0.5605456317936894,0,0.01727230418665493,1,97
0,1048576,1,0.010628316996852738,0,0.010628316996852738,1,98
0,1048576,1,0.3326699389842367,0,0.010628316996852738,1,99
0,1048576,1,0.4929988917710778,0,0.010628316996852738,1,100
0,1048576,1,0.7995679861901682,0,0.010628316996852738,1,101
0,1048576,1,0.5737754036327304,0,0.010628316996852738,1,102
0,1048576,1,0.18869376272403615,0,0.010628316996852738,1,103
0,1048576,1,0.35659378078458925,0,0.010628316996852738,1,104
0,1048576,1,0.989091761849613,0,0.010628316996852738,1,105
0,1048576,1,0.703307598649183,0,0.010628316996852738,1,106
0,1048576,1,0.41426782317571686,0,0.010628316996852738,1,107
0,1048576,1,0.542275904821567,0,0.010628316996852738,1,108
0,1048576,1,0.21779153365605408,0,0.010628316996852738,1,109
0,1048576,1,0.33658359412441563,0,0.010628316996852738,1,110
0,1048576,1,0.6560939357402149,0,0.010628316996852738,1,111
0,1048576,1,0.5979548978645415,0,0.010628316996852738,1,112
0,1048576,1,0.8650715775289016,0,0.010628316996852738,1,113
0,1048576,1,0.3752303409856472,0,0.010628316996852738,1,114
0,1048576,1,0.13010908162640067,0,0.010628316996852738,1,115
0,1048576,1,0.03879013628986061,0,0.010628316996852738,1,116
0,1048576,1,0.28889587652743254,0,0.010628316996852738,1,117
0,1048576,1,0.4929988917710778,0,0.010628316996852738,1,118
0,1048576,1,0.9486094302908803,0,0.010628316996852738,1,119
0,1048576,1,0.4042897887556184,0,0.010628316996852738,1,120
0,1048576,1,0.2906756323824188,0,0.010628316996852738,1,121
0,1048576,1,0.022189439818650736,0,0.010628316996852738,1,122
0,1048576,1,0.5952455487328159,0,0.010628316996852738,1,123
0,1048576,1,0.320154409648832,0,0.010628316996852738,1,124
0,1048576,1,0.16023046446618383,0,0.010628316996852738,1,125
0,1048576,1,0.5396903889656322,0,0.010628316996852738,1,126
0,1048576,1,0.912905061879697,0,0.010628316996852738,1,127
0,1048576,1,0.3375666166814739,0,0.010628316996852738,1,128
0,1048576,1,0.7163947983137723,0,0.010628316996852738,1,129
0,1048576,1,0.331696135260375,0,0.010628316996852738,1,130
0,1048576,1,0.006909562144602588,0,0.006909562144602588,1,131
0,1048576,1,0.7076604666545525,0,0.006909562144602588,1,132
0,1048576,1,0.26141758683636873,0,0.006909562144602588,1,133
0,1048576,1,0.5993116693615885,0,0.006909562144602588,1,134
0,1048576,1,0.10753436841586672,0,0.006909562144602588,1,135
0,1048576,1,0.8758359663834103,0,0.006909562144602588,1,136
0,1048576,1,0.6448434463809152,0,0.006909562144602588,1,137
0,1048576,1,0.8207639546873957,0,0.006909562144602588,1,138
0,1048576,1,0.8390373318566402,0,0.006909562144602588,1,139
0,1048576,1,0.36171114367272095,0,0.006909562144602588,1,140
0,1048576,1,0.9454995602001192,0,0.006909562144602588,1,141
